"","Species","trait","c","T0","Tm","sample_num"
"33","Aedes albopictus","MDR",8.61735460223969e-05,10.7600470146027,37.3959374403171,33
"34","Aedes albopictus","MDR",8.45699587558519e-05,11.2987355354603,38.2972232844996,34
"35","Aedes albopictus","MDR",7.8516538166849e-05,10.6304740160928,38.8535493724128,35
"36","Aedes albopictus","MDR",7.83772749747272e-05,11.296821666529,39.1841707189273,36
"37","Aedes albopictus","MDR",7.51915809126816e-05,11.1592512830108,39.0949523232728,37
"38","Aedes albopictus","MDR",7.82020134717429e-05,9.56522328290836,38.1794619523911,38
"39","Aedes albopictus","MDR",7.10539598830232e-05,9.12777782778933,38.8024159614492,39
"40","Aedes albopictus","MDR",7.18292030284198e-05,10.3186632058344,38.9048885843743,40
"41","Aedes albopictus","MDR",7.24283588310928e-05,10.3870929674314,40.1716303735755,41
"42","Aedes albopictus","MDR",7.23867045354537e-05,10.5047317305514,39.6869224612767,42
"43","Aedes albopictus","MDR",7.33098932015747e-05,10.5543917544417,39.320995589476,43
"44","Aedes albopictus","MDR",7.59091633199067e-05,11.1170244446329,39.1796516782487,44
"45","Aedes albopictus","MDR",8.21913335160552e-05,11.7877766676401,39.0101492857791,45
"46","Aedes albopictus","MDR",8.13392677557528e-05,11.7480093188025,38.2611604848419,46
"47","Aedes albopictus","MDR",8.8939112678684e-05,11.956360481718,37.9184264271123,47
"48","Aedes albopictus","MDR",8.56528018321898e-05,12.3546965179563,39.2714409251057,48
"49","Aedes albopictus","MDR",7.65130518244831e-05,11.7940082884913,39.6132284347767,49
"50","Aedes albopictus","MDR",8.16517508680285e-05,10.8891756243485,39.0921857622486,50
"51","Aedes albopictus","MDR",7.33235118334713e-05,10.3293185923926,38.2711406796662,51
"52","Aedes albopictus","MDR",7.88820834632228e-05,9.70789458434651,38.1203912731732,52
"53","Aedes albopictus","MDR",7.77071027343579e-05,10.1383589302391,38.5652716028178,53
"54","Aedes albopictus","MDR",7.74212952522521e-05,9.77227358336486,38.648460369464,54
"55","Aedes albopictus","MDR",7.58182021224023e-05,9.85219861266808,37.9609145585187,55
"56","Aedes albopictus","MDR",7.9915433259081e-05,9.14915657235332,38.7406866371816,56
"57","Aedes albopictus","MDR",6.27859828431243e-05,8.56593491477969,38.4809048614315,57
"58","Aedes albopictus","MDR",6.82116827105305e-05,8.5795955729516,38.8996920804407,58
"59","Aedes albopictus","MDR",6.88998194384483e-05,9.06917362958036,40.139160660527,59
"60","Aedes albopictus","MDR",6.44537416341223e-05,10.0845882717301,41.1753076744622,60
"61","Aedes albopictus","MDR",6.60202124475222e-05,9.745269482065,40.1269439597338,61
"62","Aedes albopictus","MDR",6.59502163009539e-05,8.16890191180065,39.1338197874356,62
"63","Aedes albopictus","MDR",6.3336845677648e-05,7.28308742710441,39.2967972267121,63
"64","Aedes albopictus","MDR",6.14323818779793e-05,7.78571457948697,39.4057407922151,64
"65","Aedes albopictus","MDR",6.40412855989909e-05,7.94819354456166,39.4932360916184,65
"66","Aedes albopictus","MDR",6.02844132739669e-05,7.3085422153595,39.407614836739,66
"67","Aedes albopictus","MDR",6.13467762446369e-05,6.97134137653196,39.4752575262905,67
"68","Aedes albopictus","MDR",5.92200799433526e-05,8.06435141925029,39.4396110308718,68
"69","Aedes albopictus","MDR",6.9715056358727e-05,9.04315384903871,39.3621054361859,69
"70","Aedes albopictus","MDR",6.65373192680784e-05,8.83729865170845,38.4982191974386,70
"71","Aedes albopictus","MDR",7.20372831265487e-05,9.00340374647396,38.1377622248017,71
"72","Aedes albopictus","MDR",7.19879893888193e-05,10.0307268125076,39.3121441947085,72
"73","Aedes albopictus","MDR",7.03720074248835e-05,9.52665070298799,39.8406884726887,73
"74","Aedes albopictus","MDR",7.24206470843032e-05,9.12927280073702,38.6602341265635,74
"75","Aedes albopictus","MDR",7.26603719317377e-05,9.42597180595692,38.4405837640131,75
"76","Aedes albopictus","MDR",7.39312520348876e-05,9.48813105742423,39.1914064532559,76
"77","Aedes albopictus","MDR",6.80099668262043e-05,8.81261702326453,39.7868649769356,77
"78","Aedes albopictus","MDR",6.65214131468962e-05,8.42894680240124,39.4345627803265,78
"79","Aedes albopictus","MDR",6.2719834299032e-05,7.59221438762697,40.1151609019128,79
"80","Aedes albopictus","MDR",6.36810642915801e-05,7.63638004274697,40.1817290634193,80
"81","Aedes albopictus","MDR",6.4184762203363e-05,7.63874548051824,39.7024706597451,81
"82","Aedes albopictus","MDR",6.05561159030074e-05,6.24697329668738,39.7353517903819,82
"83","Aedes albopictus","MDR",6.01591093665286e-05,6.22684765743055,39.4567204960687,83
"84","Aedes albopictus","MDR",6.00582183615774e-05,6.62158020630115,39.4157288421328,84
"85","Aedes albopictus","MDR",6.1024207547688e-05,7.59058101540098,39.3249911909326,85
"86","Aedes albopictus","MDR",6.10124610772929e-05,8.5621233545535,41.0654190454476,86
"87","Aedes albopictus","MDR",6.2300400215044e-05,10.2872796589459,41.3861773928346,87
"88","Aedes albopictus","MDR",6.95429468183097e-05,10.9078614559085,40.9474002997695,88
"89","Aedes albopictus","MDR",6.70569220881033e-05,8.61907859170326,39.2570147984271,89
"90","Aedes albopictus","MDR",6.43797825787571e-05,8.23187335582704,39.3999630969937,90
"91","Aedes albopictus","MDR",6.46068989727101e-05,8.50459464727274,39.3478434766224,91
"92","Aedes albopictus","MDR",5.99103466791258e-05,6.2396295056376,39.4139820004233,92
"93","Aedes albopictus","MDR",5.28597580529171e-05,6.17700076941443,41.9698932885604,93
"94","Aedes albopictus","MDR",5.33118994455274e-05,6.48956060611965,42.1299249529393,94
"95","Aedes albopictus","MDR",5.23310566439307e-05,6.46479988645002,42.2139010487563,95
"96","Aedes albopictus","MDR",5.55565938255475e-05,5.28864746112078,39.2858595827757,96
"97","Aedes albopictus","MDR",5.46452413910997e-05,5.14849444333838,40.3256571454092,97
"98","Aedes albopictus","MDR",5.39308592377672e-05,4.74899793296824,40.8082168626306,98
"99","Aedes albopictus","MDR",5.21474764996928e-05,4.35380842680877,40.0611594003871,99
"100","Aedes albopictus","MDR",5.21241614450477e-05,5.32508915828666,39.6723433706275,100
"101","Aedes albopictus","MDR",6.85120457768913e-05,8.80123892392081,37.6652627871248,101
"102","Aedes albopictus","MDR",7.36577590105015e-05,8.88894970056928,39.0465853332732,102
"103","Aedes albopictus","MDR",6.56097580183836e-05,8.25584936553689,39.7566676985309,103
"104","Aedes albopictus","MDR",6.85377122299053e-05,11.3175258882271,39.5229097131097,104
"105","Aedes albopictus","MDR",7.57207264600104e-05,10.845944224204,39.5598952156451,105
"106","Aedes albopictus","MDR",7.18741635165737e-05,10.0091777889721,40.190696747678,106
"107","Aedes albopictus","MDR",6.58289258355576e-05,8.29305654240063,40.2685733583126,107
"108","Aedes albopictus","MDR",6.43620190639549e-05,8.13913360897038,39.2272386522993,108
"109","Aedes albopictus","MDR",6.45903715026487e-05,8.26674796661859,38.5307972430734,109
"110","Aedes albopictus","MDR",7.40777118512772e-05,9.11547172292549,38.3617546184029,110
"111","Aedes albopictus","MDR",7.46402332602772e-05,9.40263546977191,37.8355471447952,111
"112","Aedes albopictus","MDR",7.37517191755489e-05,9.87972375380159,39.5076255598456,112
"113","Aedes albopictus","MDR",6.6076294070612e-05,8.52658936217543,39.4206897540125,113
"114","Aedes albopictus","MDR",6.43788402923972e-05,7.64315525790224,38.7634445192945,114
"115","Aedes albopictus","MDR",6.09839602957416e-05,7.69483793314304,39.8974548569822,115
"116","Aedes albopictus","MDR",5.93527333273829e-05,6.8389579341621,39.9092653034386,116
"117","Aedes albopictus","MDR",5.85032495100829e-05,8.08461907586799,38.9344613721788,117
"118","Aedes albopictus","MDR",5.69731182231962e-05,7.23654387797915,40.1171921912568,118
"119","Aedes albopictus","MDR",6.39560173472393e-05,9.25291251188771,39.8998082874191,119
"120","Aedes albopictus","MDR",6.50291964575542e-05,9.87463217850264,40.1296523149039,120
"121","Aedes albopictus","MDR",6.53412924076049e-05,9.91794196926533,40.1192377173179,121
"122","Aedes albopictus","MDR",6.55640715623757e-05,9.01490828403963,40.3316144998741,122
"123","Aedes albopictus","MDR",6.36862211569472e-05,8.68284877515996,41.2258176257137,123
"124","Aedes albopictus","MDR",6.17164242190079e-05,8.4516490372418,40.9003958692847,124
"125","Aedes albopictus","MDR",6.31761217145052e-05,8.85237866276136,40.2583171722236,125
"126","Aedes albopictus","MDR",6.31408146494659e-05,8.17005161313146,39.4009105224092,126
"127","Aedes albopictus","MDR",6.53700418179858e-05,8.6069153365281,39.3922246821603,127
"128","Aedes albopictus","MDR",7.03268809042421e-05,9.24195677843755,39.1869691860412,128
"129","Aedes albopictus","MDR",6.97762332486546e-05,9.12753516924412,39.4435285329866,129
"130","Aedes albopictus","MDR",6.90682594655621e-05,8.30456641360954,39.4918185752197,130
"131","Aedes albopictus","MDR",6.65651000502711e-05,9.07543216827397,39.6318670840961,131
"132","Aedes albopictus","MDR",7.26516144770579e-05,8.98819590749688,37.9260376735324,132
"133","Aedes albopictus","MDR",7.51040185286314e-05,9.5514499174961,38.6233096257187,133
"134","Aedes albopictus","MDR",7.77277442749769e-05,10.5698097013892,38.4626223850952,134
"135","Aedes albopictus","MDR",7.86487679601354e-05,10.5737030642775,38.8539256126521,135
"136","Aedes albopictus","MDR",7.91437514279535e-05,9.92323732785787,39.1145608423384,136
"137","Aedes albopictus","MDR",7.48400810000455e-05,10.0008128154368,38.6887850805813,137
"138","Aedes albopictus","MDR",7.87598960293398e-05,11.6864601251706,39.1921489673669,138
"139","Aedes albopictus","MDR",8.10080526839256e-05,11.1170430690593,39.011146340806,139
"140","Aedes albopictus","MDR",7.91492484792906e-05,11.6371936711569,39.2201592236323,140
"141","Aedes albopictus","MDR",8.19854211276055e-05,10.9798009894294,39.4319719837713,141
"142","Aedes albopictus","MDR",8.17411803417474e-05,10.4020439040169,38.1677916121621,142
"143","Aedes albopictus","MDR",8.32893339792508e-05,11.9320394983766,37.9098515969406,143
"144","Aedes albopictus","MDR",8.54662349892006e-05,12.0666856219784,39.0426705193522,144
"145","Aedes albopictus","MDR",8.14509045210547e-05,11.9454735969463,38.9635823863484,145
"146","Aedes albopictus","MDR",9.03645590756291e-05,11.9408860490767,38.8483288580269,146
"147","Aedes albopictus","MDR",8.95560094960914e-05,11.7891060014305,38.4420513950948,147
"148","Aedes albopictus","MDR",8.9379999401506e-05,12.5578916253986,38.5734177649767,148
"149","Aedes albopictus","MDR",9.27381256146691e-05,12.5887608455469,38.1252736183487,149
"150","Aedes albopictus","MDR",9.27364548062331e-05,12.715327325043,37.9831199916232,150
"151","Aedes albopictus","MDR",9.5405575343042e-05,12.7683991607683,37.8586044987547,151
"152","Aedes albopictus","MDR",9.51502335722621e-05,12.6959480603,37.8599386166488,152
"153","Aedes albopictus","MDR",9.47835546962809e-05,12.8252576433335,37.5717804072275,153
"154","Aedes albopictus","MDR",0.000101058774631695,12.6443201451035,37.6050871039591,154
"155","Aedes albopictus","MDR",9.50585583507763e-05,11.2115865929554,37.432787947499,155
"156","Aedes albopictus","MDR",8.99416599260049e-05,12.1448196111976,37.7627252989566,156
"157","Aedes albopictus","MDR",8.55420284551544e-05,12.4341061425134,39.619798737708,157
"158","Aedes albopictus","MDR",8.26339147540959e-05,12.6309921379455,38.2646587386918,158
"159","Aedes albopictus","MDR",7.93453591722067e-05,12.6820547198191,38.24628005599,159
"160","Aedes albopictus","MDR",8.4379148751377e-05,11.7208615700268,38.4196037893805,160
"161","Aedes albopictus","MDR",8.52346712312706e-05,11.6145721685989,38.4288181629147,161
"162","Aedes albopictus","MDR",8.57111563288443e-05,10.7089584390311,38.3716067770285,162
"163","Aedes albopictus","MDR",8.06450843007948e-05,10.4573592274814,38.1487469987242,163
"164","Aedes albopictus","MDR",7.75721677960729e-05,9.51994400753403,39.3658974573061,164
"165","Aedes albopictus","MDR",7.37140709549649e-05,9.90862249716264,39.2456114551082,165
"166","Aedes albopictus","MDR",6.93650599271355e-05,8.98726105472851,39.3530477601326,166
"167","Aedes albopictus","MDR",6.6290286070311e-05,9.09686166916449,39.3295871933505,167
"168","Aedes albopictus","MDR",6.74728998164066e-05,8.72372500992739,39.1192186800236,168
"169","Aedes albopictus","MDR",6.9322558253409e-05,9.96724673307804,38.5788708260388,169
"170","Aedes albopictus","MDR",7.2842423362895e-05,10.3106817600999,38.9205278673683,170
"171","Aedes albopictus","MDR",7.46833723871184e-05,10.192108574242,38.9338436804289,171
"172","Aedes albopictus","MDR",7.99987317584566e-05,10.0270364693508,39.0397579005983,172
"173","Aedes albopictus","MDR",7.60624931233966e-05,11.4696477768136,39.6175289743876,173
"174","Aedes albopictus","MDR",7.85529694177809e-05,12.0725540149255,39.5000534911288,174
"175","Aedes albopictus","MDR",6.34837315898387e-05,12.329243534762,43.2306533078693,175
"176","Aedes albopictus","MDR",7.20000870909187e-05,12.8570285516801,41.9542895957611,176
"177","Aedes albopictus","MDR",7.1157304996338e-05,12.3884717422665,42.0078395484651,177
"178","Aedes albopictus","MDR",6.96710510632015e-05,11.6872814579792,41.3744001318164,178
"179","Aedes albopictus","MDR",6.98326294947714e-05,11.7142399493267,39.9442359537908,179
"180","Aedes albopictus","MDR",7.4192806014618e-05,11.1881812918975,41.0840044982183,180
"181","Aedes albopictus","MDR",6.81388529326058e-05,7.95357896435145,39.1947704129109,181
"182","Aedes albopictus","MDR",6.87879519248821e-05,8.8453565677449,39.134156366948,182
"183","Aedes albopictus","MDR",6.85683502684072e-05,9.21224685416668,38.9980988294387,183
"184","Aedes albopictus","MDR",6.8155103316052e-05,9.02980442689625,38.8813601528147,184
"185","Aedes albopictus","MDR",7.05531607714732e-05,8.7741759340604,38.7671193869576,185
"186","Aedes albopictus","MDR",7.24440311715616e-05,9.26282096521398,38.674800760871,186
"187","Aedes albopictus","MDR",6.95048614820681e-05,9.25306364203677,38.281965655311,187
"188","Aedes albopictus","MDR",7.23964802422346e-05,8.23740656935482,39.1510434402705,188
"189","Aedes albopictus","MDR",6.83439251054744e-05,8.29348074070475,39.0726087528956,189
"190","Aedes albopictus","MDR",6.8236542577947e-05,8.97171968439805,38.8683003285516,190
"191","Aedes albopictus","MDR",6.85617832078382e-05,7.30404785676339,38.3136976081245,191
"192","Aedes albopictus","MDR",6.05288293416524e-05,6.48974118573428,39.5012491806965,192
"193","Aedes albopictus","MDR",6.01102600262071e-05,6.98775041199566,39.4384903051409,193
"194","Aedes albopictus","MDR",6.31123302094538e-05,7.79912736098166,39.635035585107,194
"195","Aedes albopictus","MDR",6.27688982866691e-05,7.12757596836497,39.5609117351803,195
"196","Aedes albopictus","MDR",6.02041313416859e-05,7.78501136004955,39.694997206283,196
"197","Aedes albopictus","MDR",6.82974030588115e-05,7.52919968385862,37.7767055367241,197
"198","Aedes albopictus","MDR",6.81836473695867e-05,7.62795315106083,37.6553621221895,198
"199","Aedes albopictus","MDR",6.57861553642249e-05,7.88494130503441,38.2446423691696,199
"200","Aedes albopictus","MDR",6.80786033779786e-05,8.71962160997183,38.1185990641022,200
"201","Aedes albopictus","b",0.000768797609191682,13.4016483116962,36.1320830752367,1
"202","Aedes albopictus","b",0.000641592514956465,12.9133894558191,36.1319542616792,2
"203","Aedes albopictus","b",0.000674198501692564,12.3208316125847,36.1174718435592,3
"204","Aedes albopictus","b",0.000621684232091654,13.0720249531972,36.3177800232456,4
"205","Aedes albopictus","b",0.000607425639183855,13.6457245564893,36.2143951833957,5
"206","Aedes albopictus","b",0.000612261211998258,13.5745829326365,36.3656843581383,6
"207","Aedes albopictus","b",0.000604064370617645,13.7670106130253,36.4286808108242,7
"208","Aedes albopictus","b",0.000686141213854976,13.2989880901899,36.3606615708159,8
"209","Aedes albopictus","b",0.000637690466555675,13.4210282626282,36.0024121473388,9
"210","Aedes albopictus","b",0.000654878184342492,13.6907452738766,36.0150140631544,10
"211","Aedes albopictus","b",0.000740959411240123,14.6219706007338,36.1077512757465,11
"212","Aedes albopictus","b",0.000721514739071809,13.0945557234977,36.1041201599868,12
"213","Aedes albopictus","b",0.000714182735243723,15.4022543950703,36.0954470685649,13
"214","Aedes albopictus","b",0.000695140077447398,15.2392763876151,36.0356558582634,14
"215","Aedes albopictus","b",0.000669962405504887,13.4392183157726,36.2626224157904,15
"216","Aedes albopictus","b",0.000693250427981243,14.4599538590304,36.3069327169227,16
"217","Aedes albopictus","b",0.000727235182185508,14.6665567401885,36.1056653596214,17
"218","Aedes albopictus","b",0.000791275180087725,14.554085373957,36.1282734561388,18
"219","Aedes albopictus","b",0.000707240922297087,14.3391656290336,36.1255570110345,19
"220","Aedes albopictus","b",0.000731837474829383,13.9009033614642,36.0015871079197,20
"221","Aedes albopictus","b",0.000707803739913022,15.2104488151272,36.0168982553,21
"222","Aedes albopictus","b",0.00082103411160783,15.9146329083783,36.1081534967412,22
"223","Aedes albopictus","b",0.000797318733534054,16.3020082614541,36.1459413789791,23
"224","Aedes albopictus","b",0.000747529180990413,16.1650596418107,36.2590020945425,24
"225","Aedes albopictus","b",0.000767218858094662,15.3531865355443,36.1560260271891,25
"226","Aedes albopictus","b",0.000769314316838201,14.9641433066021,36.1145373397759,26
"227","Aedes albopictus","b",0.000774627602881255,14.7908178731471,36.0168411160493,27
"228","Aedes albopictus","b",0.000716931992275917,13.754692825057,36.0821288002615,28
"229","Aedes albopictus","b",0.000547828239429065,12.1988888550436,36.1922935410719,29
"230","Aedes albopictus","b",0.000605905188041405,12.5219590230746,36.1697172202054,30
"231","Aedes albopictus","b",0.000621075745673136,13.6771488583245,36.086081109788,31
"232","Aedes albopictus","b",0.000697623360784384,12.3889180082038,36.137859185024,32
"233","Aedes albopictus","b",0.000736101685460164,12.7747676731074,36.2613903893186,33
"234","Aedes albopictus","b",0.000532664408145218,9.39227479316773,36.2811111130577,34
"235","Aedes albopictus","b",0.000541350801495311,12.4528774606418,36.0607545544937,35
"236","Aedes albopictus","b",0.000637262751645848,15.0843524625136,36.2555773717813,36
"237","Aedes albopictus","b",0.000834922543820464,15.0956315964647,36.1228106182193,37
"238","Aedes albopictus","b",0.000828494307094022,15.3378532015931,36.2840145755061,38
"239","Aedes albopictus","b",0.000662629861470402,12.988603368392,36.2549944326681,39
"240","Aedes albopictus","b",0.000637618602280712,12.5215603328545,36.3529486305933,40
"241","Aedes albopictus","b",0.000595645359518462,12.8942692801229,36.1319074584608,41
"242","Aedes albopictus","b",0.000643364292584851,12.7218487877552,36.1482203447935,42
"243","Aedes albopictus","b",0.000677152160100309,12.9498864835621,36.4706311534266,43
"244","Aedes albopictus","b",0.000644179668349338,12.594694520175,36.3587672531732,44
"245","Aedes albopictus","b",0.000623444669240542,12.2126723829769,36.7410455139725,45
"246","Aedes albopictus","b",0.000516440398384687,10.9121770544978,36.4911516156349,46
"247","Aedes albopictus","b",0.000532617527617516,10.4251792961899,36.2009675728457,47
"248","Aedes albopictus","b",0.000530637244147993,13.2510793494047,36.1302027647103,48
"249","Aedes albopictus","b",0.000647534150781863,13.4742990844334,36.1307333529982,49
"250","Aedes albopictus","b",0.000628417002974764,13.5408458843854,36.1517013065851,50
"251","Aedes albopictus","b",0.000729726306323932,13.6435034523637,36.2172478669785,51
"252","Aedes albopictus","b",0.000646698718342585,13.3782420006984,36.1419782985707,52
"253","Aedes albopictus","b",0.000665049010176961,13.6623534751371,36.1601876060721,53
"254","Aedes albopictus","b",0.000695675350980072,14.3998661076173,36.1258073396373,54
"255","Aedes albopictus","b",0.000784260831412917,15.124800575205,36.2352620043595,55
"256","Aedes albopictus","b",0.000787889091083822,15.7107073893921,36.1790277455735,56
"257","Aedes albopictus","b",0.000868226140914065,15.9947713464002,36.1660770836954,57
"258","Aedes albopictus","b",0.000821505120183695,16.4132766487324,36.3711333050277,58
"259","Aedes albopictus","b",0.000817716742431911,14.4480673624284,36.1631762286295,59
"260","Aedes albopictus","b",0.000735159673216139,14.8510959642595,36.3293524068323,60
"261","Aedes albopictus","b",0.000751093108790855,14.1728359910371,36.4162306497771,61
"262","Aedes albopictus","b",0.000832447017968612,14.8012469870708,36.3838622085517,62
"263","Aedes albopictus","b",0.000693838708094244,14.326460872899,36.5130616182034,63
"264","Aedes albopictus","b",0.000689577978265124,13.6454926956405,36.5050874844586,64
"265","Aedes albopictus","b",0.000652470127672913,11.7311780277939,36.4061854504283,65
"266","Aedes albopictus","b",0.00060694827867869,12.96242425131,36.553790912568,66
"267","Aedes albopictus","b",0.00061464913867975,13.1042743991542,36.3395776316633,67
"268","Aedes albopictus","b",0.000559813812381339,12.6468803361425,36.0797507586802,68
"269","Aedes albopictus","b",0.000686987816341857,13.7657875968223,36.0916264232538,69
"270","Aedes albopictus","b",0.000604906611952219,11.4988697406618,36.3158216501675,70
"271","Aedes albopictus","b",0.000566428663397044,10.5681694236364,36.5969732675881,71
"272","Aedes albopictus","b",0.000600660055385964,12.7210740535431,36.3460425950139,72
"273","Aedes albopictus","b",0.000567614736084888,10.375510195398,36.3294678796923,73
"274","Aedes albopictus","b",0.000587862317320593,10.3693793439556,36.0405526131074,74
"275","Aedes albopictus","b",0.000576238732321114,13.2335197451014,36.1521601824693,75
"276","Aedes albopictus","b",0.000721948958758151,13.8548919867269,36.1404991804561,76
"277","Aedes albopictus","b",0.000688451934981961,13.3018723713321,36.2623735977867,77
"278","Aedes albopictus","b",0.000653867052228614,13.3051352377051,36.2394951136602,78
"279","Aedes albopictus","b",0.000685299716553298,12.5047534605777,36.1925160605435,79
"280","Aedes albopictus","b",0.000669912019469794,10.1419977171094,36.0574205939344,80
"281","Aedes albopictus","b",0.000658648377301448,13.6819942096462,36.1138075345723,81
"282","Aedes albopictus","b",0.000659426776746299,13.6884694469197,36.183459230149,82
"283","Aedes albopictus","b",0.00072666607576233,13.8518978355119,36.2330803556217,83
"284","Aedes albopictus","b",0.000738681302945171,14.128002154021,36.1994739180525,84
"285","Aedes albopictus","b",0.000765346457134298,14.80045356669,36.2279884574442,85
"286","Aedes albopictus","b",0.000813141530049066,15.7093856964788,36.4333048775217,86
"287","Aedes albopictus","b",0.000784323719590289,15.1183213702226,36.0522305069401,87
"288","Aedes albopictus","b",0.000776564687414838,15.9445497867086,36.0885463269708,88
"289","Aedes albopictus","b",0.000719387233902236,14.7683387155985,36.0607314459146,89
"290","Aedes albopictus","b",0.000876045049602832,15.4459440628877,36.0912480290749,90
"291","Aedes albopictus","b",0.000691484620944767,12.8795507347548,36.2842813060636,91
"292","Aedes albopictus","b",0.000685362264336025,12.4987217175456,36.2055086820595,92
"293","Aedes albopictus","b",0.000530678256396339,12.6819186826889,36.5492787505883,93
"294","Aedes albopictus","b",0.000552064251993916,11.8323934476009,36.4069579886173,94
"295","Aedes albopictus","b",0.000665011870670364,13.3104964000714,36.5279570361653,95
"296","Aedes albopictus","b",0.000642221645684391,11.077890498236,36.3907687951148,96
"297","Aedes albopictus","b",0.000589091490344675,11.6967881436894,36.3480944772081,97
"298","Aedes albopictus","b",0.000615193749996061,11.5485233044366,36.278516742174,98
"299","Aedes albopictus","b",0.000596377615275356,12.0264905337628,36.3010361440896,99
"300","Aedes albopictus","b",0.000579146077742011,11.9180438997989,36.1322682018744,100
"301","Aedes albopictus","b",0.000699405470577459,13.6795072992792,36.1835023772643,101
"302","Aedes albopictus","b",0.000746682460557763,13.5350854682093,36.3620285879341,102
"303","Aedes albopictus","b",0.000764012568081571,16.9536931336331,36.3605122723309,103
"304","Aedes albopictus","b",0.000940024827450656,16.1336940091423,36.0258454526608,104
"305","Aedes albopictus","b",0.000899246710285082,16.1590946065109,36.1976949704203,105
"306","Aedes albopictus","b",0.000957992637770694,17.655616580522,36.1323826435093,106
"307","Aedes albopictus","b",0.000895521650194745,17.5967961242838,36.9930223010246,107
"308","Aedes albopictus","b",0.000889684490385467,16.1616465036473,36.1711643549481,108
"309","Aedes albopictus","b",0.000680515192870464,12.9639609853225,36.2390498680086,109
"310","Aedes albopictus","b",0.000686540504322743,14.185877172403,36.2837484505762,110
"311","Aedes albopictus","b",0.00070750878819779,14.2107218713093,36.1081036753595,111
"312","Aedes albopictus","b",0.000627015630074922,13.12040878671,36.4281197644918,112
"313","Aedes albopictus","b",0.000644370790284984,13.2639715359988,36.3126596276605,113
"314","Aedes albopictus","b",0.000609103067934402,13.2385433913855,36.0613909857502,114
"315","Aedes albopictus","b",0.00073573939915508,13.7737649576005,36.0570692191458,115
"316","Aedes albopictus","b",0.000719373152340437,14.3704648260651,36.0999321471817,116
"317","Aedes albopictus","b",0.000710942676871588,13.0390400145534,36.1341656816748,117
"318","Aedes albopictus","b",0.000624649518753388,12.2730926097462,36.0070676713834,118
"319","Aedes albopictus","b",0.000641123383838017,12.8909740998792,36.0971629918928,119
"320","Aedes albopictus","b",0.000684277677831641,12.0907371558855,36.0260183188786,120
"321","Aedes albopictus","b",0.000618461296433782,12.5003803362769,36.0505642010804,121
"322","Aedes albopictus","b",0.000672167552829312,14.4407577752484,36.1786959514696,122
